"Date","Price","Open","High","Low","Vol.","Change %"
"08/16/2023","0.744230","0.748010","0.749615","0.743065","","-0.47%"
"08/15/2023","0.747760","0.747445","0.750440","0.746000","","0.07%"
"08/14/2023","0.747200","0.751530","0.753180","0.746420","","-0.55%"
"08/11/2023","0.751360","0.758645","0.759775","0.749665","","-1.00%"
"08/10/2023","0.758930","0.761550","0.764415","0.757625","","-0.27%"
"08/09/2023","0.761010","0.759285","0.763530","0.756260","","0.25%"
"08/08/2023","0.759110","0.764560","0.766160","0.756030","","-0.67%"
"08/07/2023","0.764260","0.766700","0.769940","0.763905","","-0.26%"
"08/04/2023","0.766280","0.769270","0.771110","0.761975","","-0.27%"
"08/03/2023","0.768390","0.769540","0.772460","0.766725","","-0.11%"
"08/02/2023","0.769220","0.775545","0.777035","0.767395","","-0.78%"
"08/01/2023","0.775300","0.782295","0.784380","0.774530","","-0.86%"
"07/31/2023","0.782040","0.785335","0.787510","0.781605","","-0.39%"
"07/28/2023","0.785090","0.778710","0.785370","0.778275","","0.85%"
"07/27/2023","0.778480","0.786515","0.789275","0.778245","","-0.97%"
"07/26/2023","0.786140","0.783335","0.788555","0.779555","","0.39%"
"07/25/2023","0.783090","0.780710","0.785055","0.777835","","0.34%"
"07/24/2023","0.780450","0.777205","0.783060","0.775800","","0.45%"
"07/21/2023","0.776940","0.783000","0.783750","0.774775","","-0.66%"
"07/20/2023","0.782140","0.788675","0.792670","0.781065","","-0.75%"
"07/19/2023","0.788050","0.790310","0.792595","0.787730","","-0.26%"
"07/18/2023","0.790080","0.791310","0.795720","0.788920","","-0.09%"
"07/17/2023","0.790830","0.787815","0.791560","0.786725","","0.46%"
"07/14/2023","0.787210","0.789165","0.793760","0.786470","","-0.21%"
"07/13/2023","0.788900","0.784435","0.789940","0.781225","","0.59%"
"07/12/2023","0.784250","0.774070","0.785110","0.771545","","1.35%"
"07/11/2023","0.773830","0.769345","0.775225","0.768045","","0.62%"
"07/10/2023","0.769100","0.769760","0.770265","0.764580","","-0.11%"
"07/07/2023","0.769920","0.763670","0.771620","0.763010","","0.83%"
"07/06/2023","0.763550","0.766870","0.769235","0.760635","","-0.40%"
"07/05/2023","0.766630","0.772310","0.772550","0.765395","","-0.70%"
"07/04/2023","0.772040","0.766480","0.773370","0.764320","","0.76%"
"07/03/2023","0.766210","0.759310","0.767640","0.759115","","0.95%"
"06/30/2023","0.759010","0.755755","0.760695","0.754980","","0.46%"
"06/29/2023","0.755530","0.763755","0.766175","0.755525","","-1.05%"
"06/28/2023","0.763510","0.769535","0.770830","0.761345","","-0.76%"
"06/27/2023","0.769360","0.766030","0.771980","0.764315","","0.47%"
"06/26/2023","0.765770","0.764090","0.768735","0.763605","","0.26%"
"06/23/2023","0.763810","0.770060","0.771455","0.762560","","-0.78%"
"06/22/2023","0.769820","0.775945","0.777535","0.767330","","-0.76%"
"06/21/2023","0.775700","0.775940","0.777640","0.771035","","0.01%"
"06/20/2023","0.775630","0.779265","0.782470","0.774975","","-0.39%"
"06/19/2023","0.778660","0.782935","0.783450","0.778485","","-0.47%"
"06/16/2023","0.782350","0.787150","0.788585","0.780655","","-0.58%"
"06/15/2023","0.786900","0.784690","0.787520","0.777305","","0.31%"
"06/14/2023","0.784460","0.788630","0.790040","0.780985","","-0.50%"
"06/13/2023","0.788430","0.778290","0.789220","0.777675","","1.33%"
"06/12/2023","0.778100","0.776580","0.779545","0.772410","","0.22%"
"06/09/2023","0.776360","0.771250","0.777250","0.770025","","0.76%"
"06/08/2023","0.770540","0.764140","0.771510","0.763765","","0.87%"
"06/07/2023","0.763910","0.769455","0.771460","0.763680","","-0.69%"
"06/06/2023","0.769200","0.768590","0.771755","0.766680","","0.15%"
"06/05/2023","0.768080","0.765655","0.768885","0.762760","","0.31%"
