Date,Close,Open,High,Low,Volume,Change%
2023-10-23,94.425,95.32,95.5925,94.1648,,-0.94%
2023-10-20,95.32,97.05,97.1,95.2087,,-1.78%
2023-10-19,97.05,97.39,97.542,96.805,,-0.35%
2023-10-18,97.39,97.7,97.7129,97.1058,,-0.32%
2023-10-17,97.7,97.3975,97.9391,97.1807,,0.31%
2023-10-16,97.3975,97.24,97.6897,96.9838,,0.16%
2023-10-13,97.24,97.4275,97.9688,96.9585,,-0.19%
2023-10-12,97.4275,100.2,100.2,96.5375,,-2.77%
2023-10-11,100.2,100.3,100.6946,99.6634,,-0.10%
2023-10-10,100.3,99.3225,100.7957,99.302,,0.98%
2023-10-09,99.3225,100.405,102.2742,98.9158,,-1.07%
2023-10-06,100.4014,100.405,101.475,99.7411,,0.00%
2023-10-05,100.405,99.58,100.5484,99.4735,,0.83%
2023-10-04,99.58,99.6125,99.8527,99.2108,,-0.03%
2023-10-03,99.6125,99.765,100.0638,99.0517,,-0.15%
2023-10-02,99.765,97.9675,99.9331,97.9675,,1.83%
2023-09-29,97.9675,96.8025,98.0244,96.8025,,1.20%
2023-09-28,96.8025,96.9075,97.2762,96.5824,,-0.11%
2023-09-27,96.9075,96.3775,96.9075,96.2275,,0.55%
2023-09-26,96.3775,96.235,96.3796,96.0189,,0.15%
2023-09-25,96.235,96.25,96.5272,95.9266,,-0.02%
2023-09-22,96.25,95.91,96.2553,95.7923,,0.35%
2023-09-21,95.91,96.15,96.63,95.4083,,-0.25%
2023-09-20,96.15,96.84,96.9225,96.15,,-0.71%
2023-09-19,96.84,96.545,97.0,95.895,,0.31%
2023-09-18,96.545,96.81,97.1645,96.2253,,-0.27%
2023-09-15,96.81,97.34,97.34,96.124,,-0.54%
2023-09-14,97.34,96.225,97.3553,95.6868,,1.16%
2023-09-13,96.225,94.9425,96.5712,94.5975,,1.35%
2023-09-12,94.9425,95.0825,95.1962,92.5561,,-0.15%
2023-09-11,95.0825,97.7825,97.7825,95.0825,,-2.76%
2023-09-08,97.7825,98.2475,98.571,97.6586,,-0.47%
2023-09-07,98.2475,98.1225,98.5448,97.4735,,0.13%
2023-09-06,98.1225,97.905,98.4443,97.4246,,0.22%
2023-09-05,97.905,96.87,97.905,96.87,,1.07%
2023-09-04,96.87,96.09,96.9349,96.09,,0.81%
2023-09-01,96.09,96.025,96.7041,95.8468,,0.07%
2023-08-31,96.025,96.22,96.645,95.7018,,-0.20%
2023-08-30,96.22,95.4575,96.22,95.4575,,0.80%
2023-08-29,95.4575,95.31,96.257,95.2782,,0.15%
2023-08-28,95.31,95.4175,95.8549,95.0966,,-0.11%
2023-08-25,95.4175,94.865,95.5275,94.5048,,0.58%
2023-08-24,94.865,94.26,94.865,94.2285,,0.64%
2023-08-23,94.26,94.3025,94.9618,93.9382,,-0.05%
2023-08-22,94.3025,93.655,94.5395,93.5825,,0.69%
2023-08-21,93.655,93.755,94.6648,93.0877,,-0.11%
2023-08-18,93.755,93.7725,93.9512,92.635,,-0.02%
2023-08-17,93.7725,94.665,95.4195,92.5894,,-0.94%
2023-08-16,94.665,97.09,97.4927,94.3075,,-2.50%
2023-08-15,97.09,97.6625,99.1851,95.1638,,-0.59%
2023-08-14,97.6625,99.43,101.7356,97.3123,,-1.78%
2023-08-11,99.43,97.4575,99.43,97.4575,,2.02%
2023-08-10,97.4575,97.2,97.8485,96.5125,,0.26%
2023-08-09,97.2,97.1,98.0478,96.7425,,0.10%
2023-08-08,97.1,95.275,97.4032,95.275,,1.92%
2023-08-07,95.275,95.685,97.0205,95.1341,,-0.43%
2023-08-04,95.685,94.9875,96.233,94.2018,,0.73%
2023-08-03,94.9875,94.16,94.9875,93.4195,,0.88%
2023-08-02,94.16,92.33,94.2616,92.0114,,1.98%
2023-08-01,92.33,91.6025,92.49,91.449,,0.79%
2023-07-31,91.6025,91.7075,92.5983,91.2202,,-0.11%
2023-07-28,91.7075,90.5975,91.8182,90.3127,,1.23%
2023-07-27,90.5975,90.155,90.6989,89.7855,,0.49%
2023-07-26,90.155,90.13,90.4875,89.9389,,0.03%
2023-07-25,90.13,90.5025,90.5025,89.8655,,-0.41%
2023-07-24,90.5025,90.92,91.1178,90.1961,,-0.46%
2023-07-21,90.92,90.23,91.0145,90.034,,0.76%
2023-07-20,90.23,91.3975,91.3975,90.23,,-1.28%
2023-07-19,91.3975,90.9,91.417,90.8224,,0.55%
2023-07-18,90.9,91.0,91.12,90.4764,,-0.11%
2023-07-17,91.0,90.06,91.0775,90.06,,1.04%
2023-07-14,90.06,90.1125,90.4033,89.724,,-0.06%
2023-07-13,90.1125,90.8725,91.3068,89.7774,,-0.84%
2023-07-12,90.8725,90.3825,90.9073,90.0325,,0.54%
2023-07-11,90.3825,90.415,91.0245,89.8354,,-0.04%
2023-07-10,90.415,91.25,91.9686,90.3394,,-0.92%
2023-07-07,91.25,92.2975,92.2975,90.9548,,-1.13%
2023-07-06,92.2975,91.0,93.7452,90.7407,,1.43%
2023-07-05,91.0,89.18,91.1715,89.18,,2.04%
2023-07-04,89.18,88.7,90.159,88.2854,,0.54%
2023-07-03,88.7,89.55,89.6811,88.3425,,-0.95%
2023-06-30,89.55,87.57,89.6863,87.3867,,2.26%
2023-06-29,87.57,86.3725,87.57,86.1084,,1.39%
2023-06-28,86.3725,85.06,86.5179,84.8939,,1.54%
2023-06-27,85.06,85.0875,85.2651,84.5,,-0.03%
